Shell IS , IS 2JJ , IS eigenvalue , Shell FS , FS 2JJ , FS eigenvalue , transition energy [eV] , rate [s-1] 
 2p ,5,7, 3d ,11,1,9.52E+02,51562.5
 2p ,5,7, 3d ,3,1,9.52E+02,381082000
 2p ,5,7, 4s ,5,1,9.52E+02,5595440000
 2p ,5,7, 4s ,3,1,9.52E+02,5864070000
 2p ,5,7, 4d ,1,1,9.57E+02,595.785
 2p ,3,6, 2p ,7,4,6.00E-04,1.36154E-16
 2p ,3,6, 2p ,5,6,1.49E-03,2.86462E-08
 2p ,3,6, 2p ,3,5,3.54E-02,0.000266981
 2p ,3,6, 2p ,5,5,3.56E-02,8.83279E-05
 2p ,3,6, 2p ,5,4,2.00E+01,3006.31
 2p ,3,6, 2p ,3,4,2.00E+01,141.699
 2p ,3,6, 2p ,7,3,2.00E+01,0.301018
 2p ,3,6, 2p ,1,3,2.00E+01,2247.72
 2p ,3,6, 2p ,3,3,2.00E+01,1856.7
 2p ,3,6, 2p ,5,3,2.00E+01,191.052
 2p ,3,6, 2p ,1,2,2.01E+01,4713.8
 2p ,3,6, 2p ,3,2,2.01E+01,586.213
 2p ,3,6, 2p ,5,2,2.01E+01,6012.37
 2p ,3,6, 2p ,7,2,2.01E+01,0.692493
 2p ,3,6, 2p ,7,1,2.01E+01,4.88675
 2p ,3,6, 2p ,5,1,2.01E+01,31679.2
 2p ,3,6, 2p ,9,1,2.01E+01,2.73535E-09
 2p ,3,6, 2p ,3,1,2.01E+01,21417
 2p ,3,6, 2p ,1,1,2.01E+01,4005.4
 2p ,3,6, 3d ,9,4,7.83E+02,0.564689
 2p ,3,6, 3s ,5,3,8.27E+02,29388900000
 2p ,3,6, 3s ,3,3,8.27E+02,114681000000
 2p ,3,6, 3s ,3,2,8.27E+02,52312900000
 2p ,3,6, 3s ,5,2,8.27E+02,11822800000
 2p ,3,6, 3s ,7,1,8.27E+02,0.563309
 2p ,3,6, 3s ,5,1,8.27E+02,184943000000
 2p ,3,6, 3s ,3,1,8.27E+02,9647300000
 2p ,3,6, 3s ,1,1,8.27E+02,116151000000
 2p ,3,6, 3p ,7,4,8.73E+02,3928420000
 2p ,3,6, 3p ,1,4,8.73E+02,9856140000
 2p ,3,6, 3p ,3,7,8.73E+02,6710380
 2p ,3,6, 3p ,5,7,8.73E+02,33274900
 2p ,3,6, 3p ,3,6,8.73E+02,1620400
 2p ,3,6, 3p ,5,6,8.73E+02,15791500000
 2p ,3,6, 3p ,3,5,8.73E+02,10930600
 2p ,3,6, 3p ,5,5,8.73E+02,6205620
 2p ,3,6, 3p ,5,4,8.76E+02,5954400
 2p ,3,6, 3p ,7,3,8.76E+02,170013000
 2p ,3,6, 3p ,3,4,8.76E+02,109178000
 2p ,3,6, 3p ,1,3,8.76E+02,134939000
 2p ,3,6, 3p ,3,3,8.76E+02,36076900
 2p ,3,6, 3p ,5,3,8.76E+02,319084000
 2p ,3,6, 3p ,3,2,8.76E+02,111338000
 2p ,3,6, 3p ,5,2,8.76E+02,51609500
 2p ,3,6, 3p ,1,2,8.76E+02,31553500
 2p ,3,6, 3p ,7,2,8.76E+02,51915300
 2p ,3,6, 3p ,7,1,8.76E+02,360426000
 2p ,3,6, 3p ,5,1,8.76E+02,8789360
 2p ,3,6, 3p ,9,1,8.76E+02,18.0125
 2p ,3,6, 3p ,3,1,8.76E+02,54472200
 2p ,3,6, 3p ,1,1,8.76E+02,117344000
 2p ,3,6, 3d ,1,4,9.47E+02,30066500000
 2p ,3,6, 3d ,5,8,9.51E+02,473915000000
 2p ,3,6, 3d ,1,6,9.51E+02,489986000000
 2p ,3,6, 3d ,3,8,9.51E+02,23710600000
 2p ,3,6, 3d ,7,7,9.51E+02,37364.2
 2p ,3,6, 3d ,5,7,9.51E+02,2311880000000
 2p ,3,6, 3d ,7,6,9.51E+02,147341
 2p ,3,6, 3d ,1,5,9.51E+02,27605000000
 2p ,3,6, 3d ,3,7,9.51E+02,1709060000000
 2p ,3,6, 3d ,5,6,9.51E+02,648466000000
 2p ,3,6, 3d ,3,6,9.51E+02,105625000000
 2p ,3,6, 3d ,7,5,9.51E+02,13570.5
 2p ,3,6, 3d ,5,5,9.51E+02,39276500000
 2p ,3,6, 3d ,3,5,9.51E+02,211583000000
 2p ,3,6, 3d ,1,3,9.51E+02,8682320000
 2p ,3,6, 3d ,7,4,9.51E+02,155082
 2p ,3,6, 3d ,5,4,9.51E+02,1540840000000
 2p ,3,6, 3d ,3,4,9.51E+02,469581000000
 2p ,3,6, 3d ,5,3,9.51E+02,73276200000
 2p ,3,6, 3d ,9,3,9.51E+02,61967.1
 2p ,3,6, 3d ,3,3,9.51E+02,299601000000
 2p ,3,6, 3d ,7,3,9.51E+02,356175
 2p ,3,6, 3d ,1,2,9.51E+02,358328000000
 2p ,3,6, 3d ,7,2,9.52E+02,341286
 2p ,3,6, 3d ,5,2,9.52E+02,35069600000
 2p ,3,6, 3d ,1,1,9.52E+02,16868000000
 2p ,3,6, 3d ,9,2,9.52E+02,32943
 2p ,3,6, 3d ,3,2,9.52E+02,22070300000
 2p ,3,6, 3d ,9,1,9.52E+02,450231
 2p ,3,6, 3d ,7,1,9.52E+02,772449
 2p ,3,6, 3d ,5,1,9.52E+02,4459900000
 2p ,3,6, 3d ,11,1,9.52E+02,2.4101E-06
 2p ,3,6, 3d ,3,1,9.52E+02,11587400000
 2p ,3,6, 4s ,5,1,9.52E+02,2672720000
 2p ,3,6, 4s ,3,1,9.52E+02,9405970000
 2p ,3,6, 4d ,1,1,9.57E+02,8500970000
 2p ,7,4, 2p ,5,6,8.94E-04,2.67816E-09
 2p ,7,4, 2p ,3,5,3.48E-02,4.31228E-11
 2p ,7,4, 2p ,5,5,3.50E-02,0.000345497
 2p ,7,4, 2p ,5,4,2.00E+01,1366.13
 2p ,7,4, 2p ,3,4,2.00E+01,0.23225
 2p ,7,4, 2p ,7,3,2.00E+01,4430.75
 2p ,7,4, 2p ,1,3,2.00E+01,2.82177E-09
 2p ,7,4, 2p ,3,3,2.00E+01,2.2685
 2p ,7,4, 2p ,5,3,2.00E+01,2080.52
 2p ,7,4, 2p ,1,2,2.01E+01,1.71816E-09
 2p ,7,4, 2p ,3,2,2.01E+01,0.779342
 2p ,7,4, 2p ,5,2,2.01E+01,2631.59
 2p ,7,4, 2p ,7,2,2.01E+01,9682.34
 2p ,7,4, 2p ,7,1,2.01E+01,7808.3
 2p ,7,4, 2p ,5,1,2.01E+01,860.349
 2p ,7,4, 2p ,9,1,2.01E+01,47470.2
 2p ,7,4, 2p ,3,1,2.01E+01,0.349393
 2p ,7,4, 2p ,1,1,2.01E+01,4.17392E-10
 2p ,7,4, 3d ,9,4,7.83E+02,72224800
 2p ,7,4, 3s ,5,3,8.27E+02,151779000000
 2p ,7,4, 3s ,3,3,8.27E+02,0.0267973
 2p ,7,4, 3s ,3,2,8.27E+02,0.859979
 2p ,7,4, 3s ,5,2,8.27E+02,65385800000
 2p ,7,4, 3s ,7,1,8.27E+02,239119000000
 2p ,7,4, 3s ,5,1,8.27E+02,70050700000
 2p ,7,4, 3s ,3,1,8.27E+02,0.218828
 2p ,7,4, 3s ,1,1,0,0
 2p ,7,4, 3p ,7,4,8.73E+02,16678200000
 2p ,7,4, 3p ,1,4,8.73E+02,330392000
 2p ,7,4, 3p ,3,7,8.73E+02,28343800
 2p ,7,4, 3p ,5,7,8.73E+02,24126400
 2p ,7,4, 3p ,3,6,8.73E+02,2032890000
 2p ,7,4, 3p ,5,6,8.73E+02,9941590000
 2p ,7,4, 3p ,3,5,8.73E+02,1517110
 2p ,7,4, 3p ,5,5,8.73E+02,246701
 2p ,7,4, 3p ,5,4,8.76E+02,30663700
 2p ,7,4, 3p ,7,3,8.76E+02,404845000
 2p ,7,4, 3p ,3,4,8.76E+02,103136000
 2p ,7,4, 3p ,1,3,8.76E+02,1454460
 2p ,7,4, 3p ,3,3,8.76E+02,279319000
 2p ,7,4, 3p ,5,3,8.76E+02,121000000
 2p ,7,4, 3p ,3,2,8.76E+02,43127900
 2p ,7,4, 3p ,5,2,8.76E+02,89940900
 2p ,7,4, 3p ,1,2,8.76E+02,7753.55
 2p ,7,4, 3p ,7,2,8.76E+02,170796000
 2p ,7,4, 3p ,7,1,8.76E+02,111257000
 2p ,7,4, 3p ,5,1,8.76E+02,59567600
 2p ,7,4, 3p ,9,1,8.76E+02,291035000
 2p ,7,4, 3p ,3,1,8.76E+02,13812900
 2p ,7,4, 3p ,1,1,8.76E+02,4378.32
 2p ,7,4, 3d ,1,4,9.47E+02,1273.96
 2p ,7,4, 3d ,5,8,9.51E+02,79476400000
 2p ,7,4, 3d ,1,6,9.51E+02,54519
 2p ,7,4, 3d ,3,8,9.51E+02,52344.1
 2p ,7,4, 3d ,7,7,9.51E+02,1006230000000
 2p ,7,4, 3d ,5,7,9.51E+02,87254600000
 2p ,7,4, 3d ,7,6,9.51E+02,3796370
 2p ,7,4, 3d ,1,5,9.51E+02,7371.89
 2p ,7,4, 3d ,3,7,9.51E+02,31822.2
 2p ,7,4, 3d ,5,6,9.51E+02,351659000000
 2p ,7,4, 3d ,3,6,9.51E+02,3155.97
 2p ,7,4, 3d ,7,5,9.51E+02,1037700000000
 2p ,7,4, 3d ,5,5,9.51E+02,194051000000
 2p ,7,4, 3d ,3,5,9.51E+02,39623.1
 2p ,7,4, 3d ,1,3,9.51E+02,38388
 2p ,7,4, 3d ,7,4,9.51E+02,437893000000
 2p ,7,4, 3d ,5,4,9.51E+02,33367200000
 2p ,7,4, 3d ,3,4,9.51E+02,25316.2
 2p ,7,4, 3d ,5,3,9.51E+02,113797000000
 2p ,7,4, 3d ,9,3,9.51E+02,2158130000000
 2p ,7,4, 3d ,3,3,9.51E+02,181890
 2p ,7,4, 3d ,7,3,9.51E+02,202307000000
 2p ,7,4, 3d ,1,2,9.51E+02,63006.3
 2p ,7,4, 3d ,7,2,9.52E+02,5255820000
 2p ,7,4, 3d ,5,2,9.52E+02,2138360000
 2p ,7,4, 3d ,1,1,9.52E+02,4327.77
 2p ,7,4, 3d ,9,2,9.52E+02,25828400000
 2p ,7,4, 3d ,3,2,9.52E+02,56190.7
 2p ,7,4, 3d ,9,1,9.52E+02,27160000000
 2p ,7,4, 3d ,7,1,9.52E+02,1905590000
 2p ,7,4, 3d ,5,1,9.52E+02,490730000
 2p ,7,4, 3d ,11,1,9.52E+02,1610180
 2p ,7,4, 3d ,3,1,9.52E+02,15274.8
 2p ,7,4, 4s ,5,1,9.52E+02,12087700000
 2p ,7,4, 4s ,3,1,9.52E+02,7.81406E-06
 2p ,7,4, 4d ,1,1,9.57E+02,316.085
 2p ,5,6, 2p ,3,5,3.39E-02,0.000157784
 2p ,5,6, 2p ,5,5,3.41E-02,0.000161781
 2p ,5,6, 2p ,5,4,2.00E+01,1664.11
 2p ,5,6, 2p ,3,4,2.00E+01,2355.65
 2p ,5,6, 2p ,7,3,2.00E+01,1692.88
 2p ,5,6, 2p ,1,3,2.00E+01,0.0673648
 2p ,5,6, 2p ,3,3,2.00E+01,1139.92
 2p ,5,6, 2p ,5,3,2.00E+01,1234.53
 2p ,5,6, 2p ,1,2,2.01E+01,1.12223
 2p ,5,6, 2p ,3,2,2.01E+01,4005.05
 2p ,5,6, 2p ,5,2,2.01E+01,3743.64
 2p ,5,6, 2p ,7,2,2.01E+01,2930.42
 2p ,5,6, 2p ,7,1,2.01E+01,40157.4
 2p ,5,6, 2p ,5,1,2.01E+01,15672.9
 2p ,5,6, 2p ,9,1,2.01E+01,1.92981
 2p ,5,6, 2p ,3,1,2.01E+01,2495.79
 2p ,5,6, 2p ,1,1,2.01E+01,0.2093
 2p ,5,6, 3d ,9,4,7.83E+02,1.19486
 2p ,5,6, 3s ,5,3,8.27E+02,73084400000
 2p ,5,6, 3s ,3,3,8.27E+02,67849400000
 2p ,5,6, 3s ,3,2,8.27E+02,30627200000
 2p ,5,6, 3s ,5,2,8.27E+02,34531600000
 2p ,5,6, 3s ,7,1,8.27E+02,93043400000
 2p ,5,6, 3s ,5,1,8.27E+02,101303000000
 2p ,5,6, 3s ,3,1,8.27E+02,115639000000
 2p ,5,6, 3s ,1,1,8.27E+02,0.413093
 2p ,5,6, 3p ,7,4,8.73E+02,12796600000
 2p ,5,6, 3p ,1,4,8.73E+02,2778290000
 2p ,5,6, 3p ,3,7,8.73E+02,117441000
 2p ,5,6, 3p ,5,7,8.73E+02,7602730
 2p ,5,6, 3p ,3,6,8.73E+02,10474400000
 2p ,5,6, 3p ,5,6,8.73E+02,3489640000
 2p ,5,6, 3p ,3,5,8.73E+02,6309870
 2p ,5,6, 3p ,5,5,8.73E+02,90646
 2p ,5,6, 3p ,5,4,8.76E+02,2905780
 2p ,5,6, 3p ,7,3,8.76E+02,24886800
 2p ,5,6, 3p ,3,4,8.76E+02,1226830
 2p ,5,6, 3p ,1,3,8.76E+02,180453000
 2p ,5,6, 3p ,3,3,8.76E+02,126111000
 2p ,5,6, 3p ,5,3,8.76E+02,246599000
 2p ,5,6, 3p ,3,2,8.76E+02,25624200
 2p ,5,6, 3p ,5,2,8.76E+02,3185420
 2p ,5,6, 3p ,1,2,8.76E+02,72871200
 2p ,5,6, 3p ,7,2,8.76E+02,113236000
 2p ,5,6, 3p ,7,1,8.76E+02,68823200
 2p ,5,6, 3p ,5,1,8.76E+02,157836000
 2p ,5,6, 3p ,9,1,8.76E+02,185257000
 2p ,5,6, 3p ,3,1,8.76E+02,107430000
 2p ,5,6, 3p ,1,1,8.76E+02,26901100
 2p ,5,6, 3d ,1,4,9.47E+02,2001.7
 2p ,5,6, 3d ,5,8,9.51E+02,43702900000
 2p ,5,6, 3d ,1,6,9.51E+02,4891.98
 2p ,5,6, 3d ,3,8,9.51E+02,83889800000
 2p ,5,6, 3d ,7,7,9.51E+02,859891000000
 2p ,5,6, 3d ,5,7,9.51E+02,1351920000000
 2p ,5,6, 3d ,7,6,9.51E+02,1961320000000
 2p ,5,6, 3d ,1,5,9.51E+02,33814.1
 2p ,5,6, 3d ,3,7,9.51E+02,252123000000
 2p ,5,6, 3d ,5,6,9.51E+02,294388000000
 2p ,5,6, 3d ,3,6,9.51E+02,314637000000
 2p ,5,6, 3d ,7,5,9.51E+02,293882000000
 2p ,5,6, 3d ,5,5,9.51E+02,236484000000
 2p ,5,6, 3d ,3,5,9.51E+02,216630000000
 2p ,5,6, 3d ,1,3,9.51E+02,53953.1
 2p ,5,6, 3d ,7,4,9.51E+02,1643040000000
 2p ,5,6, 3d ,5,4,9.51E+02,599789000000
 2p ,5,6, 3d ,3,4,9.51E+02,571887000
 2p ,5,6, 3d ,5,3,9.51E+02,301557000000
 2p ,5,6, 3d ,9,3,9.51E+02,185971
 2p ,5,6, 3d ,3,3,9.51E+02,291674000000
 2p ,5,6, 3d ,7,3,9.51E+02,305431000000
 2p ,5,6, 3d ,1,2,9.51E+02,67923.4
 2p ,5,6, 3d ,7,2,9.52E+02,67740600000
 2p ,5,6, 3d ,5,2,9.52E+02,18602200000
 2p ,5,6, 3d ,1,1,9.52E+02,104557
 2p ,5,6, 3d ,9,2,9.52E+02,147389
 2p ,5,6, 3d ,3,2,9.52E+02,6139060000
 2p ,5,6, 3d ,9,1,9.52E+02,1308190
 2p ,5,6, 3d ,7,1,9.52E+02,159140000
 2p ,5,6, 3d ,5,1,9.52E+02,4587270000
 2p ,5,6, 3d ,11,1,9.52E+02,207412
 2p ,5,6, 3d ,3,1,9.52E+02,4795510000
 2p ,5,6, 4s ,5,1,9.52E+02,6379950000
 2p ,5,6, 4s ,3,1,9.52E+02,5698970000
 2p ,5,6, 4d ,1,1,9.57E+02,457.467
 2p ,3,5, 2p ,5,5,2.42E-04,2.21365E-10
 2p ,3,5, 2p ,5,4,2.00E+01,8495.04
 2p ,3,5, 2p ,3,4,2.00E+01,9312.85
 2p ,3,5, 2p ,7,3,2.00E+01,0.0731509
 2p ,3,5, 2p ,1,3,2.00E+01,6441
 2p ,3,5, 2p ,3,3,2.00E+01,5412.13
 2p ,3,5, 2p ,5,3,2.00E+01,26000.7
 2p ,3,5, 2p ,1,2,2.00E+01,4224.11
 2p ,3,5, 2p ,3,2,2.00E+01,7854.49
 2p ,3,5, 2p ,5,2,2.00E+01,7151.51
 2p ,3,5, 2p ,7,2,2.00E+01,1.58696
 2p ,3,5, 2p ,7,1,2.01E+01,3.50484
 2p ,3,5, 2p ,5,1,2.01E+01,30.3111
 2p ,3,5, 2p ,9,1,2.01E+01,1.72858E-09
 2p ,3,5, 2p ,3,1,2.01E+01,2.30323
 2p ,3,5, 2p ,1,1,2.01E+01,2.07274
 2p ,3,5, 3d ,9,4,7.83E+02,3.31342
 2p ,3,5, 3s ,5,3,8.27E+02,3646670000
 2p ,3,5, 3s ,3,3,8.27E+02,2614320000
 2p ,3,5, 3s ,3,2,8.27E+02,14366300000
 2p ,3,5, 3s ,5,2,8.27E+02,52348200000
 2p ,3,5, 3s ,7,1,8.27E+02,0.210287
 2p ,3,5, 3s ,5,1,8.27E+02,158292000000
 2p ,3,5, 3s ,3,1,8.27E+02,192995000000
 2p ,3,5, 3s ,1,1,8.27E+02,125190000000
 2p ,3,5, 3p ,7,4,8.73E+02,5265410
 2p ,3,5, 3p ,1,4,8.73E+02,7785520
 2p ,3,5, 3p ,3,7,8.73E+02,730792000
 2p ,3,5, 3p ,5,7,8.73E+02,369374000
 2p ,3,5, 3p ,3,6,8.73E+02,19760700
 2p ,3,5, 3p ,5,6,8.73E+02,20396200
 2p ,3,5, 3p ,3,5,8.73E+02,19608100000
 2p ,3,5, 3p ,5,5,8.73E+02,9768320000
 2p ,3,5, 3p ,5,4,8.76E+02,12592700
 2p ,3,5, 3p ,7,3,8.76E+02,11442800
 2p ,3,5, 3p ,3,4,8.76E+02,5628760
 2p ,3,5, 3p ,1,3,8.76E+02,1365760
 2p ,3,5, 3p ,3,3,8.76E+02,10653800
 2p ,3,5, 3p ,5,3,8.76E+02,2818380
 2p ,3,5, 3p ,3,2,8.76E+02,41923900
 2p ,3,5, 3p ,5,2,8.76E+02,103166000
 2p ,3,5, 3p ,1,2,8.76E+02,6725860
 2p ,3,5, 3p ,7,2,8.76E+02,130339000
 2p ,3,5, 3p ,7,1,8.76E+02,322327000
 2p ,3,5, 3p ,5,1,8.76E+02,328805000
 2p ,3,5, 3p ,9,1,8.76E+02,11.7246
 2p ,3,5, 3p ,3,1,8.76E+02,291418000
 2p ,3,5, 3p ,1,1,8.76E+02,185476000
 2p ,3,5, 3d ,1,4,9.47E+02,191397000000
 2p ,3,5, 3d ,5,8,9.51E+02,125029000000
 2p ,3,5, 3d ,1,6,9.51E+02,80558800000
 2p ,3,5, 3d ,3,8,9.51E+02,137083000000
 2p ,3,5, 3d ,7,7,9.51E+02,26604.3
 2p ,3,5, 3d ,5,7,9.51E+02,148012000
 2p ,3,5, 3d ,7,6,9.51E+02,676849
 2p ,3,5, 3d ,1,5,9.51E+02,27009100000
 2p ,3,5, 3d ,3,7,9.51E+02,1447030000
 2p ,3,5, 3d ,5,6,9.51E+02,1003790000000
 2p ,3,5, 3d ,3,6,9.51E+02,2377140000000
 2p ,3,5, 3d ,7,5,9.51E+02,27595.2
 2p ,3,5, 3d ,5,5,9.51E+02,3741670000000
 2p ,3,5, 3d ,3,5,9.51E+02,287027000000
 2p ,3,5, 3d ,1,3,9.51E+02,100232000000
 2p ,3,5, 3d ,7,4,9.51E+02,19262.9
 2p ,3,5, 3d ,5,4,9.51E+02,25641900000
 2p ,3,5, 3d ,3,4,9.51E+02,54436500000
 2p ,3,5, 3d ,5,3,9.51E+02,329709000000
 2p ,3,5, 3d ,9,3,9.51E+02,6939.14
 2p ,3,5, 3d ,3,3,9.51E+02,153973000000
 2p ,3,5, 3d ,7,3,9.51E+02,445206
 2p ,3,5, 3d ,1,2,9.51E+02,59957300000
 2p ,3,5, 3d ,7,2,9.52E+02,272793
 2p ,3,5, 3d ,5,2,9.52E+02,732090000
 2p ,3,5, 3d ,1,1,9.52E+02,3201460000
 2p ,3,5, 3d ,9,2,9.52E+02,100284
 2p ,3,5, 3d ,3,2,9.52E+02,271303000
 2p ,3,5, 3d ,9,1,9.52E+02,443708
 2p ,3,5, 3d ,7,1,9.52E+02,377452
 2p ,3,5, 3d ,5,1,9.52E+02,235920000
 2p ,3,5, 3d ,11,1,9.52E+02,9.00538E-07
 2p ,3,5, 3d ,3,1,9.52E+02,581003000
 2p ,3,5, 4s ,5,1,9.52E+02,834007000
 2p ,3,5, 4s ,3,1,9.52E+02,316631000
 2p ,3,5, 4d ,1,1,9.57E+02,3449080000
 2p ,5,5, 2p ,5,4,2.00E+01,7666.82
 2p ,5,5, 2p ,3,4,2.00E+01,2774.24
 2p ,5,5, 2p ,7,3,2.00E+01,17858.3
 2p ,5,5, 2p ,1,3,2.00E+01,0.0174813
 2p ,5,5, 2p ,3,3,2.00E+01,17645.6
 2p ,5,5, 2p ,5,3,2.00E+01,14780.1
 2p ,5,5, 2p ,1,2,2.00E+01,0.491244
 2p ,5,5, 2p ,3,2,2.00E+01,863.094
 2p ,5,5, 2p ,5,2,2.00E+01,4734.41
 2p ,5,5, 2p ,7,2,2.00E+01,12278.2
 2p ,5,5, 2p ,7,1,2.01E+01,38.9837
 2p ,5,5, 2p ,5,1,2.01E+01,2.87762
 2p ,5,5, 2p ,9,1,2.01E+01,7.1859
 2p ,5,5, 2p ,3,1,2.01E+01,3.53087
 2p ,5,5, 2p ,1,1,2.01E+01,0.369599
 2p ,5,5, 3d ,9,4,7.83E+02,1.55234
 2p ,5,5, 3s ,5,3,8.27E+02,4425980000
 2p ,5,5, 3s ,3,3,8.27E+02,3636470000
 2p ,5,5, 3s ,3,2,8.27E+02,36439800000
 2p ,5,5, 3s ,5,2,8.27E+02,32033400000
 2p ,5,5, 3s ,7,1,8.27E+02,316905000000
 2p ,5,5, 3s ,5,1,8.27E+02,126253000000
 2p ,5,5, 3s ,3,1,8.27E+02,31438600000
 2p ,5,5, 3s ,1,1,8.27E+02,0.0579916
 2p ,5,5, 3p ,7,4,8.73E+02,304944
 2p ,5,5, 3p ,1,4,8.73E+02,10269.2
 2p ,5,5, 3p ,3,7,8.73E+02,251309000
 2p ,5,5, 3p ,5,7,8.73E+02,912791000
 2p ,5,5, 3p ,3,6,8.73E+02,6106330
 2p ,5,5, 3p ,5,6,8.73E+02,263443
 2p ,5,5, 3p ,3,5,8.73E+02,6462340000
 2p ,5,5, 3p ,5,5,8.73E+02,22825800000
 2p ,5,5, 3p ,5,4,8.76E+02,9551480
 2p ,5,5, 3p ,7,3,8.76E+02,12056100
 2p ,5,5, 3p ,3,4,8.76E+02,12233800
 2p ,5,5, 3p ,1,3,8.76E+02,10288100
 2p ,5,5, 3p ,3,3,8.76E+02,4727360
 2p ,5,5, 3p ,5,3,8.76E+02,11692300
 2p ,5,5, 3p ,3,2,8.76E+02,72952100
 2p ,5,5, 3p ,5,2,8.76E+02,86407200
 2p ,5,5, 3p ,1,2,8.76E+02,45817800
 2p ,5,5, 3p ,7,2,8.76E+02,116869000
 2p ,5,5, 3p ,7,1,8.76E+02,272819000
 2p ,5,5, 3p ,5,1,8.76E+02,133430000
 2p ,5,5, 3p ,9,1,8.76E+02,631356000
 2p ,5,5, 3p ,3,1,8.76E+02,55807200
 2p ,5,5, 3p ,1,1,8.76E+02,7552240
 2p ,5,5, 3d ,1,4,9.47E+02,4708.31
 2p ,5,5, 3d ,5,8,9.51E+02,92274800000
 2p ,5,5, 3d ,1,6,9.51E+02,118709
 2p ,5,5, 3d ,3,8,9.51E+02,20492200000
 2p ,5,5, 3d ,7,7,9.51E+02,127078000000
 2p ,5,5, 3d ,5,7,9.51E+02,1226700000
 2p ,5,5, 3d ,7,6,9.51E+02,195731000000
 2p ,5,5, 3d ,1,5,9.51E+02,22042
 2p ,5,5, 3d ,3,7,9.51E+02,525827000
 2p ,5,5, 3d ,5,6,9.51E+02,1653860000000
 2p ,5,5, 3d ,3,6,9.51E+02,22460300000
 2p ,5,5, 3d ,7,5,9.51E+02,3060950000000
 2p ,5,5, 3d ,5,5,9.51E+02,1505530000000
 2p ,5,5, 3d ,3,5,9.51E+02,2372970000000
 2p ,5,5, 3d ,1,3,9.51E+02,44961.9
 2p ,5,5, 3d ,7,4,9.51E+02,107470000
 2p ,5,5, 3d ,5,4,9.51E+02,1067930000
 2p ,5,5, 3d ,3,4,9.51E+02,18108200000
 2p ,5,5, 3d ,5,3,9.51E+02,136794000000
 2p ,5,5, 3d ,9,3,9.51E+02,146023
 2p ,5,5, 3d ,3,3,9.51E+02,91180700000
 2p ,5,5, 3d ,7,3,9.51E+02,347887000000
 2p ,5,5, 3d ,1,2,9.51E+02,62284.5
 2p ,5,5, 3d ,7,2,9.52E+02,1637090000
 2p ,5,5, 3d ,5,2,9.52E+02,1019570000
 2p ,5,5, 3d ,1,1,9.52E+02,53258.9
 2p ,5,5, 3d ,9,2,9.52E+02,378716
 2p ,5,5, 3d ,3,2,9.52E+02,866071000
 2p ,5,5, 3d ,9,1,9.52E+02,265154
 2p ,5,5, 3d ,7,1,9.52E+02,1522030000
 2p ,5,5, 3d ,5,1,9.52E+02,200459000
 2p ,5,5, 3d ,11,1,9.52E+02,706498
 2p ,5,5, 3d ,3,1,9.52E+02,1854380000
 2p ,5,5, 4s ,5,1,9.52E+02,541789000
 2p ,5,5, 4s ,3,1,9.52E+02,617485000
 2p ,5,5, 4d ,1,1,9.57E+02,2316.4
 2p ,5,4, 2p ,3,4,1.40E-03,7.64193E-09
 2p ,5,4, 2p ,7,3,2.68E-03,4.40407E-08
 2p ,5,4, 2p ,1,3,4.97E-03,5.36046E-12
 2p ,5,4, 2p ,3,3,2.89E-02,1.73729E-05
 2p ,5,4, 2p ,5,3,3.16E-02,3.67082E-05
 2p ,5,4, 2p ,1,2,8.45E-02,2.01709E-10
 2p ,5,4, 2p ,3,2,8.48E-02,0.00014715
 2p ,5,4, 2p ,5,2,8.58E-02,0.000413436
 2p ,5,4, 2p ,7,2,8.65E-02,4.9329E-05
 2p ,5,4, 2p ,7,1,1.13E-01,0.00198568
 2p ,5,4, 2p ,5,1,1.14E-01,0.000832679
 2p ,5,4, 2p ,9,1,1.15E-01,4.01126E-10
 2p ,5,4, 2p ,3,1,1.15E-01,0.000130175
 2p ,5,4, 2p ,1,1,1.17E-01,2.33607E-10
 2p ,5,4, 3d ,9,4,7.63E+02,50.0842
 2p ,5,4, 3s ,5,3,8.07E+02,247566000000
 2p ,5,4, 3s ,3,3,8.07E+02,192277000000
 2p ,5,4, 3s ,3,2,8.07E+02,69549700000
 2p ,5,4, 3s ,5,2,8.07E+02,68606800000
 2p ,5,4, 3s ,7,1,8.07E+02,28775200000
 2p ,5,4, 3s ,5,1,8.07E+02,26720300000
 2p ,5,4, 3s ,3,1,8.07E+02,31800900000
 2p ,5,4, 3s ,1,1,8.07E+02,18604.2
 2p ,5,4, 3p ,7,4,8.53E+02,371677000
 2p ,5,4, 3p ,1,4,8.53E+02,14333300
 2p ,5,4, 3p ,3,7,8.53E+02,245419000
 2p ,5,4, 3p ,5,7,8.53E+02,391974000
 2p ,5,4, 3p ,3,6,8.53E+02,132838000
 2p ,5,4, 3p ,5,6,8.53E+02,33717900
 2p ,5,4, 3p ,3,5,8.53E+02,892676
 2p ,5,4, 3p ,5,5,8.53E+02,2328360
 2p ,5,4, 3p ,5,4,8.56E+02,3932770000
 2p ,5,4, 3p ,7,3,8.56E+02,16539100000
 2p ,5,4, 3p ,3,4,8.56E+02,11973300000
 2p ,5,4, 3p ,1,3,8.56E+02,2020500000
 2p ,5,4, 3p ,3,3,8.56E+02,237841000
 2p ,5,4, 3p ,5,3,8.56E+02,49977400
 2p ,5,4, 3p ,3,2,8.56E+02,783526000
