Shell IS , IS 2JJ , IS eigenvalue , Shell FS , FS 2JJ , FS eigenvalue , transition energy [eV] , rate [s-1] 
 2s ,5,1, 3d ,3,7,1.10E+03,83335000
 2s ,5,1, 3d ,5,6,1.10E+03,123587000
 2s ,5,1, 3d ,3,6,1.10E+03,561165000
 2s ,5,1, 3d ,7,5,1.10E+03,1058150000
 2s ,5,1, 3d ,5,5,1.10E+03,1621200000
 2s ,5,1, 3d ,3,5,1.10E+03,712686000
 2s ,5,1, 3d ,1,3,1.10E+03,185424000
 2s ,5,1, 3d ,7,4,1.10E+03,162892000
 2s ,5,1, 3d ,5,4,1.10E+03,1082210000
 2s ,5,1, 3d ,3,4,1.10E+03,120732000
 2s ,5,1, 3d ,5,3,1.10E+03,856894
 2s ,5,1, 3d ,9,3,1.10E+03,1284740000
 2s ,5,1, 3d ,3,3,1.10E+03,728476000
 2s ,5,1, 3d ,7,3,1.10E+03,1694010000
 2s ,5,1, 3d ,1,2,1.10E+03,762731000
 2s ,5,1, 3d ,7,2,1.10E+03,261171000
 2s ,5,1, 3d ,5,2,1.10E+03,604741000
 2s ,5,1, 3d ,1,1,1.10E+03,120177000
 2s ,5,1, 3d ,9,2,1.10E+03,23616800
 2s ,5,1, 3d ,3,2,1.10E+03,477837000
 2s ,5,1, 3d ,9,1,1.10E+03,6515360000
 2s ,5,1, 3d ,7,1,1.10E+03,2963590000
 2s ,5,1, 3d ,5,1,1.10E+03,1230980000
 2s ,5,1, 3d ,11,1,1.10E+03,1546.05
 2s ,5,1, 3d ,3,1,1.10E+03,313617000
 2s ,5,1, 4s ,5,1,1.10E+03,11385.6
 2s ,5,1, 4s ,3,1,1.10E+03,4725.03
 2s ,5,1, 4d ,1,1,1.10E+03,177.673
 2s ,3,1, 2s ,1,1,9.53E-05,1.83049E-11
 2s ,3,1, 2p ,1,4,1.47E+02,11184500000
 2s ,3,1, 2p ,3,7,1.47E+02,1199230000
 2s ,3,1, 2p ,5,7,1.47E+02,225460000
 2s ,3,1, 2p ,3,6,1.47E+02,872160000
 2s ,3,1, 2p ,7,4,1.47E+02,0.00111778
 2s ,3,1, 2p ,5,6,1.47E+02,15651800000
 2s ,3,1, 2p ,3,5,1.47E+02,17434700000
 2s ,3,1, 2p ,5,5,1.47E+02,4260990000
 2s ,3,1, 2p ,5,4,1.67E+02,6120490000
 2s ,3,1, 2p ,3,4,1.67E+02,282279000
 2s ,3,1, 2p ,7,3,1.67E+02,128.346
 2s ,3,1, 2p ,1,3,1.67E+02,4500720000
 2s ,3,1, 2p ,3,3,1.67E+02,3299210000
 2s ,3,1, 2p ,5,3,1.67E+02,744254000
 2s ,3,1, 2p ,1,2,1.67E+02,8360190000
 2s ,3,1, 2p ,3,2,1.67E+02,717550000
 2s ,3,1, 2p ,5,2,1.67E+02,13616100000
 2s ,3,1, 2p ,7,2,1.67E+02,246.531
 2s ,3,1, 2p ,7,1,1.67E+02,620.662
 2s ,3,1, 2p ,5,1,1.67E+02,63279700000
 2s ,3,1, 2p ,9,1,0,0
 2s ,3,1, 2p ,3,1,1.67E+02,42685800000
 2s ,3,1, 2p ,1,1,1.67E+02,7978730000
 2s ,3,1, 3d ,9,4,9.31E+02,0.00633246
 2s ,3,1, 3s ,5,3,9.74E+02,5942390
 2s ,3,1, 3s ,3,3,9.74E+02,10401.9
 2s ,3,1, 3s ,3,2,9.74E+02,486015
 2s ,3,1, 3s ,5,2,9.74E+02,121318
 2s ,3,1, 3s ,7,1,9.74E+02,3616430000
 2s ,3,1, 3s ,5,1,9.74E+02,12039000000
 2s ,3,1, 3s ,3,1,9.74E+02,278507
 2s ,3,1, 3s ,1,1,9.74E+02,7553330000
 2s ,3,1, 3p ,7,4,1.02E+03,1607.75
 2s ,3,1, 3p ,1,4,1.02E+03,558850000000
 2s ,3,1, 3p ,3,7,1.02E+03,141723000000
 2s ,3,1, 3p ,5,7,1.02E+03,22701600000
 2s ,3,1, 3p ,3,6,1.02E+03,34163300000
 2s ,3,1, 3p ,5,6,1.02E+03,743254000000
 2s ,3,1, 3p ,3,5,1.02E+03,816960000000
 2s ,3,1, 3p ,5,5,1.02E+03,193529000000
 2s ,3,1, 3p ,5,4,1.02E+03,373625000000
 2s ,3,1, 3p ,7,3,1.02E+03,183847
 2s ,3,1, 3p ,3,4,1.02E+03,23061400000
 2s ,3,1, 3p ,1,3,1.02E+03,320398000000
 2s ,3,1, 3p ,3,3,1.02E+03,118954000000
 2s ,3,1, 3p ,5,3,1.02E+03,42427200000
 2s ,3,1, 3p ,3,2,1.02E+03,1900420000
 2s ,3,1, 3p ,5,2,1.02E+03,380211000000
 2s ,3,1, 3p ,1,2,1.02E+03,171070000000
 2s ,3,1, 3p ,7,2,1.02E+03,124814
 2s ,3,1, 3p ,7,1,1.02E+03,832582
 2s ,3,1, 3p ,5,1,1.02E+03,1991380000000
 2s ,3,1, 3p ,9,1,0,0
 2s ,3,1, 3p ,3,1,1.02E+03,1402950000000
 2s ,3,1, 3p ,1,1,1.02E+03,286800000000
 2s ,3,1, 3d ,1,4,1.09E+03,233403000
 2s ,3,1, 3d ,5,8,1.10E+03,24453800
 2s ,3,1, 3d ,1,6,1.10E+03,2227480
 2s ,3,1, 3d ,3,8,1.10E+03,73573600
 2s ,3,1, 3d ,7,7,1.10E+03,21694700
 2s ,3,1, 3d ,5,7,1.10E+03,8958770
 2s ,3,1, 3d ,7,6,1.10E+03,226219000
 2s ,3,1, 3d ,1,5,1.10E+03,94931000
 2s ,3,1, 3d ,3,7,1.10E+03,33094600
 2s ,3,1, 3d ,5,6,1.10E+03,202799000
 2s ,3,1, 3d ,3,6,1.10E+03,1049800000
 2s ,3,1, 3d ,7,5,1.10E+03,488203000
 2s ,3,1, 3d ,5,5,1.10E+03,2129910000
 2s ,3,1, 3d ,3,5,1.10E+03,161681000
 2s ,3,1, 3d ,1,3,1.10E+03,1046790000
 2s ,3,1, 3d ,7,4,1.10E+03,1850680000
 2s ,3,1, 3d ,5,4,1.10E+03,11726400
 2s ,3,1, 3d ,3,4,1.10E+03,1407960000
 2s ,3,1, 3d ,5,3,1.10E+03,897491000
 2s ,3,1, 3d ,9,3,1.10E+03,392.535
 2s ,3,1, 3d ,3,3,1.10E+03,363628000
 2s ,3,1, 3d ,7,3,1.10E+03,995699000
 2s ,3,1, 3d ,1,2,1.10E+03,218903000
 2s ,3,1, 3d ,7,2,1.10E+03,1872780000
 2s ,3,1, 3d ,5,2,1.10E+03,143954000
 2s ,3,1, 3d ,1,1,1.10E+03,780439000
 2s ,3,1, 3d ,9,2,1.10E+03,255.498
 2s ,3,1, 3d ,3,2,1.10E+03,137404000
 2s ,3,1, 3d ,9,1,1.10E+03,3161.48
 2s ,3,1, 3d ,7,1,1.10E+03,3835850000
 2s ,3,1, 3d ,5,1,1.10E+03,3574450000
 2s ,3,1, 3d ,11,1,0,0
 2s ,3,1, 3d ,3,1,1.10E+03,1753510000
 2s ,3,1, 4s ,5,1,1.10E+03,3953.62
 2s ,3,1, 4s ,3,1,1.10E+03,7769.33
 2s ,3,1, 4d ,1,1,1.10E+03,117.383
 2s ,1,1, 2p ,1,4,1.47E+02,5565930000
 2s ,1,1, 2p ,3,7,1.47E+02,1935410000
 2s ,1,1, 2p ,5,7,1.47E+02,0.00296271
 2s ,1,1, 2p ,3,6,1.47E+02,20966500000
 2s ,1,1, 2p ,7,4,0,0
 2s ,1,1, 2p ,5,6,1.47E+02,0.00298297
 2s ,1,1, 2p ,3,5,1.47E+02,22617700000
 2s ,1,1, 2p ,5,5,1.47E+02,0.00041964
 2s ,1,1, 2p ,5,4,1.67E+02,305.769
 2s ,1,1, 2p ,3,4,1.67E+02,8284370000
 2s ,1,1, 2p ,7,3,0,0
 2s ,1,1, 2p ,1,3,1.67E+02,2429080000
 2s ,1,1, 2p ,3,3,1.67E+02,3265340000
 2s ,1,1, 2p ,5,3,1.67E+02,715.465
 2s ,1,1, 2p ,1,2,1.67E+02,6359860000
 2s ,1,1, 2p ,3,2,1.67E+02,21408300000
 2s ,1,1, 2p ,5,2,1.67E+02,737.586
 2s ,1,1, 2p ,7,2,0,0
 2s ,1,1, 2p ,7,1,0,0
 2s ,1,1, 2p ,5,1,1.67E+02,683.186
 2s ,1,1, 2p ,9,1,0,0
 2s ,1,1, 2p ,3,1,1.67E+02,51092200000
 2s ,1,1, 2p ,1,1,1.67E+02,59771200000
 2s ,1,1, 3d ,9,4,0,0
 2s ,1,1, 3s ,5,3,9.74E+02,3183700
 2s ,1,1, 3s ,3,3,9.74E+02,1333450
 2s ,1,1, 3s ,3,2,9.74E+02,1043050
 2s ,1,1, 3s ,5,2,9.74E+02,165007
 2s ,1,1, 3s ,7,1,9.74E+02,1597970000
 2s ,1,1, 3s ,5,1,9.74E+02,6489880000
 2s ,1,1, 3s ,3,1,9.74E+02,15125700000
 2s ,1,1, 3s ,1,1,9.74E+02,34215.1
 2s ,1,1, 3p ,7,4,0,0
 2s ,1,1, 3p ,1,4,1.02E+03,267424000000
 2s ,1,1, 3p ,3,7,1.02E+03,240068000000
 2s ,1,1, 3p ,5,7,1.02E+03,4748.36
 2s ,1,1, 3p ,3,6,1.02E+03,958936000000
 2s ,1,1, 3p ,5,6,1.02E+03,5011.55
 2s ,1,1, 3p ,3,5,1.02E+03,1033180000000
 2s ,1,1, 3p ,5,5,1.02E+03,241.477
 2s ,1,1, 3p ,5,4,1.02E+03,499951
 2s ,1,1, 3p ,7,3,0,0
 2s ,1,1, 3p ,3,4,1.02E+03,592409000000
 2s ,1,1, 3p ,1,3,1.02E+03,164153000000
 2s ,1,1, 3p ,3,3,1.02E+03,70085900000
 2s ,1,1, 3p ,5,3,1.02E+03,964634
 2s ,1,1, 3p ,3,2,1.02E+03,561086000000
 2s ,1,1, 3p ,5,2,1.02E+03,669965
 2s ,1,1, 3p ,1,2,1.02E+03,150502000000
 2s ,1,1, 3p ,7,2,0,0
 2s ,1,1, 3p ,7,1,0,0
 2s ,1,1, 3p ,5,1,1.02E+03,778659
 2s ,1,1, 3p ,9,1,0,0
 2s ,1,1, 3p ,3,1,1.02E+03,1521010000000
 2s ,1,1, 3p ,1,1,1.02E+03,1894440000000
 2s ,1,1, 3d ,1,4,1.09E+03,286.72
 2s ,1,1, 3d ,5,8,1.10E+03,144918000
 2s ,1,1, 3d ,1,6,1.10E+03,68.3841
 2s ,1,1, 3d ,3,8,1.10E+03,52922800
 2s ,1,1, 3d ,7,7,1.10E+03,51.1023
 2s ,1,1, 3d ,5,7,1.10E+03,181339000
 2s ,1,1, 3d ,7,6,1.10E+03,2144.43
 2s ,1,1, 3d ,1,5,1.10E+03,498.482
 2s ,1,1, 3d ,3,7,1.10E+03,107000000
 2s ,1,1, 3d ,5,6,1.10E+03,1066310000
 2s ,1,1, 3d ,3,6,1.10E+03,444312000
 2s ,1,1, 3d ,7,5,1.10E+03,54.3366
 2s ,1,1, 3d ,5,5,1.10E+03,2112790000
 2s ,1,1, 3d ,3,5,1.10E+03,29123100
 2s ,1,1, 3d ,1,3,1.10E+03,226.934
 2s ,1,1, 3d ,7,4,1.10E+03,438.453
 2s ,1,1, 3d ,5,4,1.10E+03,3540460000
 2s ,1,1, 3d ,3,4,1.10E+03,2038420000
 2s ,1,1, 3d ,5,3,1.10E+03,1699860000
 2s ,1,1, 3d ,9,3,0,0
 2s ,1,1, 3d ,3,3,1.10E+03,954820
 2s ,1,1, 3d ,7,3,1.10E+03,2758.98
 2s ,1,1, 3d ,1,2,1.10E+03,109.42
 2s ,1,1, 3d ,7,2,1.10E+03,2997.18
 2s ,1,1, 3d ,5,2,1.10E+03,2235270000
 2s ,1,1, 3d ,1,1,1.10E+03,13.6153
 2s ,1,1, 3d ,9,2,0,0
 2s ,1,1, 3d ,3,2,1.10E+03,1695230000
 2s ,1,1, 3d ,9,1,0,0
 2s ,1,1, 3d ,7,1,1.10E+03,2242.94
 2s ,1,1, 3d ,5,1,1.10E+03,2628620000
 2s ,1,1, 3d ,11,1,0,0
 2s ,1,1, 3d ,3,1,1.10E+03,4678260000
 2s ,1,1, 4s ,5,1,0,0
 2s ,1,1, 4s ,3,1,1.10E+03,2880.46
 2s ,1,1, 4d ,1,1,1.10E+03,4.41718
 2p ,1,4, 2p ,3,7,4.78E-02,3.57612E-05
 2p ,1,4, 2p ,5,7,4.80E-02,7.06491E-10
 2p ,1,4, 2p ,3,6,9.33E-02,0.0110984
 2p ,1,4, 2p ,7,4,9.39E-02,4.01363E-21
 2p ,1,4, 2p ,5,6,9.48E-02,3.47926E-05
 2p ,1,4, 2p ,3,5,1.29E-01,0.0159267
 2p ,1,4, 2p ,5,5,1.29E-01,4.90729E-09
 2p ,1,4, 2p ,5,4,2.01E+01,0.974536
 2p ,1,4, 2p ,3,4,2.01E+01,4134.6
 2p ,1,4, 2p ,7,3,2.01E+01,2.86565E-09
 2p ,1,4, 2p ,1,3,2.01E+01,1215.54
 2p ,1,4, 2p ,3,3,2.01E+01,1636.95
 2p ,1,4, 2p ,5,3,2.01E+01,2.69887
 2p ,1,4, 2p ,1,2,2.02E+01,3206.88
 2p ,1,4, 2p ,3,2,2.02E+01,10811.4
 2p ,1,4, 2p ,5,2,2.02E+01,4.67058
 2p ,1,4, 2p ,7,2,2.02E+01,9.91237E-12
 2p ,1,4, 2p ,7,1,2.02E+01,1.63847E-09
 2p ,1,4, 2p ,5,1,2.02E+01,3.22065
 2p ,1,4, 2p ,9,1,2.02E+01,6.82928E-10
 2p ,1,4, 2p ,3,1,2.02E+01,25879.3
 2p ,1,4, 2p ,1,1,2.02E+01,30289.7
 2p ,1,4, 3d ,9,4,7.83E+02,1.42721E-10
 2p ,1,4, 3s ,5,3,8.27E+02,0.055583
 2p ,1,4, 3s ,3,3,8.27E+02,150533000000
 2p ,1,4, 3s ,3,2,8.27E+02,62887300000
 2p ,1,4, 3s ,5,2,8.27E+02,1.29446
 2p ,1,4, 3s ,7,1,0,0
 2p ,1,4, 3s ,5,1,8.27E+02,1.1617
 2p ,1,4, 3s ,3,1,8.27E+02,248144000000
 2p ,1,4, 3s ,1,1,8.27E+02,61766100000
 2p ,1,4, 3p ,7,4,8.73E+02,1234820000
 2p ,1,4, 3p ,1,4,8.73E+02,251.794
 2p ,1,4, 3p ,3,7,8.73E+02,162096000
 2p ,1,4, 3p ,5,7,8.73E+02,26231300
 2p ,1,4, 3p ,3,6,8.73E+02,19663000000
 2p ,1,4, 3p ,5,6,8.73E+02,8251890000
 2p ,1,4, 3p ,3,5,8.73E+02,8434540
 2p ,1,4, 3p ,5,5,8.73E+02,316354
 2p ,1,4, 3p ,5,4,8.76E+02,417396000
 2p ,1,4, 3p ,7,3,8.76E+02,5727170
 2p ,1,4, 3p ,3,4,8.76E+02,275678000
 2p ,1,4, 3p ,1,3,8.76E+02,1992.92
 2p ,1,4, 3p ,3,3,8.76E+02,1388830
 2p ,1,4, 3p ,5,3,8.76E+02,399309000
 2p ,1,4, 3p ,3,2,8.76E+02,74615900
 2p ,1,4, 3p ,5,2,8.76E+02,291717000
 2p ,1,4, 3p ,1,2,8.76E+02,2080.36
 2p ,1,4, 3p ,7,2,8.76E+02,35797.9
 2p ,1,4, 3p ,7,1,8.76E+02,22405.9
 2p ,1,4, 3p ,5,1,8.76E+02,300517000
 2p ,1,4, 3p ,9,1,8.76E+02,2.84639
 2p ,1,4, 3p ,3,1,8.76E+02,146016000
 2p ,1,4, 3p ,1,1,8.76E+02,26426.5
 2p ,1,4, 3d ,1,4,9.47E+02,1122320000000
 2p ,1,4, 3d ,5,8,9.51E+02,34241.4
 2p ,1,4, 3d ,1,6,9.51E+02,274570000000
 2p ,1,4, 3d ,3,8,9.51E+02,896130000000
 2p ,1,4, 3d ,7,7,9.51E+02,7122.23
 2p ,1,4, 3d ,5,7,9.51E+02,35125.9
 2p ,1,4, 3d ,7,6,9.51E+02,298443
 2p ,1,4, 3d ,1,5,9.51E+02,2005030000000
 2p ,1,4, 3d ,3,7,9.51E+02,1646000000000
 2p ,1,4, 3d ,5,6,9.51E+02,19877.7
 2p ,1,4, 3d ,3,6,9.51E+02,1326290000000
 2p ,1,4, 3d ,7,5,9.51E+02,7462.09
 2p ,1,4, 3d ,5,5,9.51E+02,40803.1
 2p ,1,4, 3d ,3,5,9.51E+02,52326300000
 2p ,1,4, 3d ,1,3,9.52E+02,910176000000
 2p ,1,4, 3d ,7,4,9.52E+02,59485.9
 2p ,1,4, 3d ,5,4,9.52E+02,343781
 2p ,1,4, 3d ,3,4,9.52E+02,1337490000000
 2p ,1,4, 3d ,5,3,9.52E+02,156298
 2p ,1,4, 3d ,9,3,9.52E+02,2.55681E-07
 2p ,1,4, 3d ,3,3,9.52E+02,569919000
 2p ,1,4, 3d ,7,3,9.52E+02,374167
 2p ,1,4, 3d ,1,2,9.52E+02,439292000000
 2p ,1,4, 3d ,7,2,9.52E+02,402768
 2p ,1,4, 3d ,5,2,9.52E+02,504888
 2p ,1,4, 3d ,1,1,9.52E+02,54680800000
 2p ,1,4, 3d ,9,2,9.52E+02,4.03267E-06
 2p ,1,4, 3d ,3,2,9.52E+02,15637500000
 2p ,1,4, 3d ,9,1,9.52E+02,7.47571E-06
 2p ,1,4, 3d ,7,1,9.52E+02,301031
 2p ,1,4, 3d ,5,1,9.52E+02,715593
 2p ,1,4, 3d ,11,1,0,0
 2p ,1,4, 3d ,3,1,9.52E+02,7070850000
 2p ,1,4, 4s ,5,1,9.52E+02,2.45561E-09
 2p ,1,4, 4s ,3,1,9.52E+02,11996400000
 2p ,1,4, 4d ,1,1,9.57E+02,16261100000
 2p ,3,7, 2p ,5,7,2.70E-04,9.24853E-12
 2p ,3,7, 2p ,3,6,4.55E-02,1.70208E-05
 2p ,3,7, 2p ,7,4,4.61E-02,9.4907E-10
 2p ,3,7, 2p ,5,6,4.70E-02,5.78364E-05
 2p ,3,7, 2p ,3,5,8.09E-02,0.000103229
 2p ,3,7, 2p ,5,5,8.11E-02,0.000730463
 2p ,3,7, 2p ,5,4,2.00E+01,12107.7
 2p ,3,7, 2p ,3,4,2.00E+01,14206
 2p ,3,7, 2p ,7,3,2.00E+01,6.86051
 2p ,3,7, 2p ,1,3,2.00E+01,9169.65
 2p ,3,7, 2p ,3,3,2.01E+01,349.634
 2p ,3,7, 2p ,5,3,2.01E+01,1471.23
 2p ,3,7, 2p ,1,2,2.01E+01,8602.59
 2p ,3,7, 2p ,3,2,2.01E+01,14246.4
 2p ,3,7, 2p ,5,2,2.01E+01,13414.1
 2p ,3,7, 2p ,7,2,2.01E+01,1.75062
 2p ,3,7, 2p ,7,1,2.02E+01,0.103183
 2p ,3,7, 2p ,5,1,2.02E+01,64.7029
 2p ,3,7, 2p ,9,1,2.02E+01,3.4794E-11
 2p ,3,7, 2p ,3,1,2.02E+01,19.036
 2p ,3,7, 2p ,1,1,2.02E+01,2.35127
 2p ,3,7, 3d ,9,4,7.83E+02,20.4933
 2p ,3,7, 3s ,5,3,8.27E+02,207822000000
 2p ,3,7, 3s ,3,3,8.27E+02,62010200000
 2p ,3,7, 3s ,3,2,8.27E+02,64312100000
 2p ,3,7, 3s ,5,2,8.27E+02,282561000000
 2p ,3,7, 3s ,7,1,8.27E+02,1.56113
 2p ,3,7, 3s ,5,1,8.27E+02,6883010000
 2p ,3,7, 3s ,3,1,8.27E+02,13290400000
 2p ,3,7, 3s ,1,1,8.27E+02,10741600000
 2p ,3,7, 3p ,7,4,8.73E+02,21526700
 2p ,3,7, 3p ,1,4,8.73E+02,19651700
 2p ,3,7, 3p ,3,7,8.73E+02,20960800000
 2p ,3,7, 3p ,5,7,8.73E+02,10627600000
 2p ,3,7, 3p ,3,6,8.73E+02,83405300
 2p ,3,7, 3p ,5,6,8.73E+02,88359800
 2p ,3,7, 3p ,3,5,8.73E+02,422123000
 2p ,3,7, 3p ,5,5,8.73E+02,217274000
 2p ,3,7, 3p ,5,4,8.76E+02,249667000
 2p ,3,7, 3p ,7,3,8.76E+02,544278000
 2p ,3,7, 3p ,3,4,8.76E+02,70303600
 2p ,3,7, 3p ,1,3,8.76E+02,10332700
 2p ,3,7, 3p ,3,3,8.76E+02,89541300
 2p ,3,7, 3p ,5,3,8.76E+02,17134100
 2p ,3,7, 3p ,3,2,8.76E+02,34430000
 2p ,3,7, 3p ,5,2,8.76E+02,145411000
 2p ,3,7, 3p ,1,2,8.76E+02,4210670
 2p ,3,7, 3p ,7,2,8.76E+02,411908000
 2p ,3,7, 3p ,7,1,8.76E+02,950123
 2p ,3,7, 3p ,5,1,8.76E+02,25458200
 2p ,3,7, 3p ,9,1,8.76E+02,0.219557
 2p ,3,7, 3p ,3,1,8.76E+02,27135300
 2p ,3,7, 3p ,1,1,8.76E+02,16328000
 2p ,3,7, 3d ,1,4,9.47E+02,949754000000
 2p ,3,7, 3d ,5,8,9.51E+02,1957380000000
 2p ,3,7, 3d ,1,6,9.51E+02,803023000000
 2p ,3,7, 3d ,3,8,9.51E+02,2074660000000
 2p ,3,7, 3d ,7,7,9.51E+02,54516.5
 2p ,3,7, 3d ,5,7,9.51E+02,17093300000
 2p ,3,7, 3d ,7,6,9.51E+02,77744.2
 2p ,3,7, 3d ,1,5,9.51E+02,596872000000
 2p ,3,7, 3d ,3,7,9.51E+02,97866400000
 2p ,3,7, 3d ,5,6,9.51E+02,771600000000
 2p ,3,7, 3d ,3,6,9.51E+02,653544000000
 2p ,3,7, 3d ,7,5,9.51E+02,77141.7
 2p ,3,7, 3d ,5,5,9.51E+02,95053900000
 2p ,3,7, 3d ,3,5,9.51E+02,252284000000
 2p ,3,7, 3d ,1,3,9.51E+02,240706000000
 2p ,3,7, 3d ,7,4,9.52E+02,524298
 2p ,3,7, 3d ,5,4,9.52E+02,37581500000
 2p ,3,7, 3d ,3,4,9.52E+02,390733000000
 2p ,3,7, 3d ,5,3,9.52E+02,627379000000
 2p ,3,7, 3d ,9,3,9.52E+02,464197
 2p ,3,7, 3d ,3,3,9.52E+02,474609000000
 2p ,3,7, 3d ,7,3,9.52E+02,57235.2
 2p ,3,7, 3d ,1,2,9.52E+02,183151000000
 2p ,3,7, 3d ,7,2,9.52E+02,545320
 2p ,3,7, 3d ,5,2,9.52E+02,558410
 2p ,3,7, 3d ,1,1,9.52E+02,3482010000
 2p ,3,7, 3d ,9,2,9.52E+02,366919
 2p ,3,7, 3d ,3,2,9.52E+02,4161550000
 2p ,3,7, 3d ,9,1,9.52E+02,4323.06
 2p ,3,7, 3d ,7,1,9.52E+02,27423.8
 2p ,3,7, 3d ,5,1,9.52E+02,41657300
 2p ,3,7, 3d ,11,1,9.52E+02,6.67266E-06
 2p ,3,7, 3d ,3,1,9.52E+02,369858000
 2p ,3,7, 4s ,5,1,9.52E+02,8707140000
 2p ,3,7, 4s ,3,1,9.52E+02,2728540000
 2p ,3,7, 4d ,1,1,9.57E+02,2375750000
 2p ,5,7, 2p ,3,6,4.52E-02,1.05881E-05
 2p ,5,7, 2p ,7,4,4.58E-02,6.35018E-05
 2p ,5,7, 2p ,5,6,4.67E-02,5.99817E-05
 2p ,5,7, 2p ,3,5,8.06E-02,0.000488159
 2p ,5,7, 2p ,5,5,8.08E-02,0.00119208
 2p ,5,7, 2p ,5,4,2.00E+01,9002.39
 2p ,5,7, 2p ,3,4,2.00E+01,1920.69
 2p ,5,7, 2p ,7,3,2.00E+01,23099.6
 2p ,5,7, 2p ,1,3,2.00E+01,1.7574
 2p ,5,7, 2p ,3,3,2.01E+01,1218.36
 2p ,5,7, 2p ,5,3,2.01E+01,1167.2
 2p ,5,7, 2p ,1,2,2.01E+01,0.509883
 2p ,5,7, 2p ,3,2,2.01E+01,2375.42
 2p ,5,7, 2p ,5,2,2.01E+01,9731.11
 2p ,5,7, 2p ,7,2,2.01E+01,23680.5
 2p ,5,7, 2p ,7,1,2.02E+01,3.94472
 2p ,5,7, 2p ,5,1,2.02E+01,9.30669
 2p ,5,7, 2p ,9,1,2.02E+01,0.488756
 2p ,5,7, 2p ,3,1,2.02E+01,4.32757
 2p ,5,7, 2p ,1,1,2.02E+01,0.0102099
 2p ,5,7, 3d ,9,4,7.83E+02,62.691
 2p ,5,7, 3s ,5,3,8.27E+02,132452000000
 2p ,5,7, 3s ,3,3,8.27E+02,140213000000
 2p ,5,7, 3s ,3,2,8.27E+02,186984000000
 2p ,5,7, 3s ,5,2,8.27E+02,157758000000
 2p ,5,7, 3s ,7,1,8.27E+02,23159200000
 2p ,5,7, 3s ,5,1,8.27E+02,7728060000
 2p ,5,7, 3s ,3,1,8.27E+02,1677500000
 2p ,5,7, 3s ,1,1,8.27E+02,0.41145
 2p ,5,7, 3p ,7,4,8.73E+02,12355700
 2p ,5,7, 3p ,1,4,8.73E+02,5578380
 2p ,5,7, 3p ,3,7,8.73E+02,7096490000
 2p ,5,7, 3p ,5,7,8.73E+02,24716800000
 2p ,5,7, 3p ,3,6,8.73E+02,42919200
 2p ,5,7, 3p ,5,6,8.73E+02,3561090
 2p ,5,7, 3p ,3,5,8.73E+02,137375000
 2p ,5,7, 3p ,5,5,8.73E+02,467290000
 2p ,5,7, 3p ,5,4,8.76E+02,232425000
 2p ,5,7, 3p ,7,3,8.76E+02,226441000
 2p ,5,7, 3p ,3,4,8.76E+02,224940000
 2p ,5,7, 3p ,1,3,8.76E+02,108660000
 2p ,5,7, 3p ,3,3,8.76E+02,54581400
 2p ,5,7, 3p ,5,3,8.76E+02,112151000
 2p ,5,7, 3p ,3,2,8.76E+02,169269000
 2p ,5,7, 3p ,5,2,8.76E+02,177664000
 2p ,5,7, 3p ,1,2,8.76E+02,102640000
 2p ,5,7, 3p ,7,2,8.76E+02,121668000
 2p ,5,7, 3p ,7,1,8.76E+02,34818300
 2p ,5,7, 3p ,5,1,8.76E+02,4077120
 2p ,5,7, 3p ,9,1,8.76E+02,46088700
 2p ,5,7, 3p ,3,1,8.76E+02,369329
 2p ,5,7, 3p ,1,1,8.76E+02,978.461
 2p ,5,7, 3d ,1,4,9.47E+02,24528.2
 2p ,5,7, 3d ,5,8,9.51E+02,1444000000000
 2p ,5,7, 3d ,1,6,9.51E+02,5751.46
 2p ,5,7, 3d ,3,8,9.51E+02,347743000000
 2p ,5,7, 3d ,7,7,9.51E+02,1999100000000
 2p ,5,7, 3d ,5,7,9.51E+02,37849900000
 2p ,5,7, 3d ,7,6,9.51E+02,2150540000000
 2p ,5,7, 3d ,1,5,9.51E+02,23329.5
 2p ,5,7, 3d ,3,7,9.51E+02,25617500000
 2p ,5,7, 3d ,5,6,9.51E+02,452062000000
 2p ,5,7, 3d ,3,6,9.51E+02,190177000000
 2p ,5,7, 3d ,7,5,9.51E+02,1383930000000
 2p ,5,7, 3d ,5,5,9.51E+02,229524000000
 2p ,5,7, 3d ,3,5,9.51E+02,64066500000
 2p ,5,7, 3d ,1,3,9.51E+02,77870.2
 2p ,5,7, 3d ,7,4,9.52E+02,81497900000
 2p ,5,7, 3d ,5,4,9.52E+02,4579750000
 2p ,5,7, 3d ,3,4,9.52E+02,64765900000
 2p ,5,7, 3d ,5,3,9.52E+02,436645000000
 2p ,5,7, 3d ,9,3,9.52E+02,625579
 2p ,5,7, 3d ,3,3,9.52E+02,114218000000
 2p ,5,7, 3d ,7,3,9.52E+02,1186860000000
 2p ,5,7, 3d ,1,2,9.52E+02,56592.2
 2p ,5,7, 3d ,7,2,9.52E+02,6138310000
 2p ,5,7, 3d ,5,2,9.52E+02,543492000
 2p ,5,7, 3d ,1,1,9.52E+02,66079.5
 2p ,5,7, 3d ,9,2,9.52E+02,858858
 2p ,5,7, 3d ,3,2,9.52E+02,1308240000
 2p ,5,7, 3d ,9,1,9.52E+02,128392
 2p ,5,7, 3d ,7,1,9.52E+02,480922000
 2p ,5,7, 3d ,5,1,9.52E+02,89141200
